,label
701,clickbait
1965,clickbait
1666,not clickbait
3126,not clickbait
1563,not clickbait
15214,not clickbait
13764,not clickbait
11686,not clickbait
5736,not clickbait
10588,not clickbait
86,clickbait
12080,clickbait
819,not clickbait
13216,clickbait
7741,clickbait
12405,clickbait
11713,clickbait
11569,not clickbait
12640,clickbait
6284,clickbait
9782,clickbait
6,clickbait
2324,not clickbait
13051,clickbait
2779,not clickbait
1102,clickbait
15440,not clickbait
535,not clickbait
4314,clickbait
1772,clickbait
12464,not clickbait
9093,clickbait
7269,clickbait
1984,clickbait
4898,clickbait
5598,not clickbait
13653,clickbait
2922,not clickbait
10453,not clickbait
12431,clickbait
3566,clickbait
2778,not clickbait
11304,clickbait
9652,clickbait
13746,clickbait
8825,not clickbait
12007,not clickbait
14625,not clickbait
13094,not clickbait
8900,clickbait
8966,clickbait
7524,not clickbait
6000,clickbait
9673,clickbait
7096,not clickbait
2821,clickbait
6431,clickbait
15871,not clickbait
10419,clickbait
4489,not clickbait
13500,clickbait
5821,not clickbait
12552,clickbait
5541,not clickbait
2893,clickbait
1766,not clickbait
11158,not clickbait
14210,not clickbait
129,clickbait
1510,clickbait
8099,clickbait
456,not clickbait
1440,not clickbait
9163,clickbait
13255,not clickbait
737,clickbait
12260,clickbait
5904,not clickbait
9219,clickbait
4528,clickbait
14321,clickbait
5002,not clickbait
862,not clickbait
8890,not clickbait
15212,not clickbait
15332,not clickbait
8083,not clickbait
4703,clickbait
14762,clickbait
9923,clickbait
14899,not clickbait
12508,clickbait
7297,clickbait
10778,not clickbait
567,not clickbait
13622,not clickbait
14100,clickbait
1271,clickbait
11927,clickbait
4002,clickbait
10679,clickbait
3271,not clickbait
8329,clickbait
9349,not clickbait
9774,not clickbait
2163,clickbait
14925,not clickbait
8953,clickbait
5997,clickbait
4473,not clickbait
1224,clickbait
2516,clickbait
12214,not clickbait
12655,not clickbait
4643,not clickbait
3915,clickbait
5513,clickbait
15191,clickbait
2777,not clickbait
14442,clickbait
6444,not clickbait
1152,not clickbait
13765,clickbait
15044,clickbait
14568,not clickbait
10783,not clickbait
2465,clickbait
2418,not clickbait
3002,not clickbait
8816,not clickbait
10467,clickbait
14458,not clickbait
4389,clickbait
4617,not clickbait
2404,not clickbait
8199,clickbait
11098,not clickbait
14429,clickbait
6719,not clickbait
14158,clickbait
370,not clickbait
127,not clickbait
7063,clickbait
15695,not clickbait
10110,clickbait
9528,not clickbait
4639,clickbait
9987,not clickbait
7537,not clickbait
10126,not clickbait
10536,clickbait
4922,not clickbait
10806,clickbait
10725,clickbait
1160,clickbait
6653,not clickbait
3585,clickbait
7369,clickbait
11310,clickbait
6437,clickbait
554,clickbait
6194,not clickbait
187,clickbait
365,clickbait
8804,clickbait
9488,not clickbait
15822,not clickbait
6783,not clickbait
995,clickbait
5473,not clickbait
5935,clickbait
8880,clickbait
570,not clickbait
10986,clickbait
897,not clickbait
12353,not clickbait
12401,clickbait
6377,not clickbait
5323,not clickbait
11527,clickbait
11511,not clickbait
11691,clickbait
9843,clickbait
8261,clickbait
246,clickbait
2668,clickbait
13153,not clickbait
7560,clickbait
6003,not clickbait
11567,clickbait
10398,clickbait
6006,not clickbait
4922,clickbait
5999,not clickbait
9992,clickbait
4529,clickbait
12974,not clickbait
11692,not clickbait
7136,clickbait
11243,clickbait
2862,clickbait
6789,not clickbait
5991,clickbait
3983,not clickbait
13780,not clickbait
10788,clickbait
7305,not clickbait
9333,not clickbait
1583,not clickbait
7388,not clickbait
13493,not clickbait
2715,clickbait
1347,clickbait
7620,clickbait
4290,clickbait
6313,clickbait
1185,clickbait
7400,not clickbait
5904,clickbait
7248,clickbait
15027,clickbait
11540,not clickbait
15228,not clickbait
14597,not clickbait
12088,not clickbait
11721,not clickbait
5865,not clickbait
6575,clickbait
11615,not clickbait
8915,clickbait
12748,clickbait
10316,not clickbait
1353,clickbait
11800,not clickbait
328,not clickbait
8884,not clickbait
8292,clickbait
7709,clickbait
9654,not clickbait
551,clickbait
15468,not clickbait
798,not clickbait
11778,not clickbait
12104,not clickbait
6569,clickbait
1446,not clickbait
2876,clickbait
14587,clickbait
15090,not clickbait
10186,not clickbait
3498,clickbait
14329,not clickbait
3619,not clickbait
3914,not clickbait
11637,not clickbait
9788,clickbait
4682,clickbait
5134,not clickbait
503,clickbait
2697,not clickbait
6401,clickbait
15073,clickbait
1206,clickbait
1693,not clickbait
7756,not clickbait
25,not clickbait
4662,clickbait
3524,not clickbait
13366,not clickbait
11091,clickbait
6131,not clickbait
11973,clickbait
2347,not clickbait
15551,not clickbait
3212,clickbait
13963,clickbait
9686,not clickbait
8217,not clickbait
3289,not clickbait
14720,not clickbait
4299,clickbait
8637,clickbait
8531,not clickbait
238,not clickbait
10513,not clickbait
14526,not clickbait
1820,clickbait
7555,clickbait
7041,not clickbait
9350,clickbait
601,clickbait
4825,not clickbait
11907,not clickbait
3820,clickbait
11720,not clickbait
4734,not clickbait
9017,not clickbait
732,not clickbait
1370,clickbait
13137,not clickbait
5056,clickbait
9582,not clickbait
5436,not clickbait
5995,clickbait
5118,clickbait
14339,clickbait
777,not clickbait
13946,not clickbait
15379,not clickbait
1894,not clickbait
11497,clickbait
10252,clickbait
12187,not clickbait
14818,clickbait
12355,clickbait
5448,not clickbait
8411,not clickbait
9704,not clickbait
7211,not clickbait
2094,clickbait
3297,clickbait
1369,not clickbait
11378,clickbait
15878,not clickbait
8833,not clickbait
15222,not clickbait
12015,not clickbait
15486,not clickbait
2178,clickbait
6435,not clickbait
12719,not clickbait
4328,clickbait
15618,not clickbait
2213,clickbait
13628,not clickbait
532,clickbait
15830,not clickbait
14258,not clickbait
4949,not clickbait
14275,not clickbait
6055,clickbait
11873,not clickbait
4588,clickbait
11165,not clickbait
7373,clickbait
1279,clickbait
6157,not clickbait
3889,not clickbait
12345,clickbait
12823,clickbait
5697,clickbait
3493,not clickbait
11816,not clickbait
15091,not clickbait
4679,clickbait
13557,clickbait
723,clickbait
4361,not clickbait
12371,clickbait
11092,not clickbait
11812,not clickbait
11797,not clickbait
13591,not clickbait
13926,not clickbait
841,clickbait
7598,not clickbait
7854,clickbait
12062,not clickbait
758,clickbait
6606,clickbait
4515,not clickbait
8400,not clickbait
3773,not clickbait
12056,not clickbait
10428,clickbait
9146,clickbait
4849,not clickbait
3865,clickbait
6287,clickbait
2334,not clickbait
1547,clickbait
2832,not clickbait
4351,not clickbait
5163,not clickbait
12196,not clickbait
9012,not clickbait
4626,clickbait
2007,not clickbait
9125,clickbait
15716,not clickbait
11561,clickbait
14351,not clickbait
12470,clickbait
15550,not clickbait
4973,clickbait
13722,not clickbait
1122,clickbait
9930,clickbait
8251,not clickbait
3611,not clickbait
12467,not clickbait
5333,not clickbait
7950,clickbait
9169,clickbait
6846,not clickbait
8517,not clickbait
5321,not clickbait
1963,clickbait
14283,not clickbait
9651,not clickbait
2746,clickbait
8383,clickbait
10117,not clickbait
15254,not clickbait
6716,clickbait
728,clickbait
1932,clickbait
11917,clickbait
12886,clickbait
10724,not clickbait
13771,clickbait
1051,not clickbait
1896,not clickbait
4874,not clickbait
9009,not clickbait
5094,clickbait
8190,not clickbait
3274,clickbait
15217,clickbait
7638,clickbait
10752,clickbait
13138,not clickbait
11975,clickbait
14195,clickbait
7659,clickbait
8675,not clickbait
6204,not clickbait
839,not clickbait
10971,not clickbait
8992,clickbait
5491,not clickbait
2548,not clickbait
3185,clickbait
2603,clickbait
13584,not clickbait
7741,not clickbait
11486,clickbait
1703,clickbait
3311,not clickbait
14179,clickbait
11213,not clickbait
12640,not clickbait
427,clickbait
13223,clickbait
4100,clickbait
11068,clickbait
2137,clickbait
3870,not clickbait
3656,not clickbait
11123,not clickbait
6911,clickbait
10593,clickbait
1742,not clickbait
1947,clickbait
5623,clickbait
9702,not clickbait
5149,not clickbait
10941,clickbait
198,clickbait
691,not clickbait
3901,clickbait
14080,clickbait
3139,clickbait
8286,clickbait
2143,not clickbait
10882,clickbait
14106,not clickbait
12394,not clickbait
5124,not clickbait
12789,clickbait
14111,clickbait
15971,not clickbait
4439,clickbait
305,clickbait
2532,clickbait
10193,not clickbait
11654,not clickbait
8608,not clickbait
2433,not clickbait
1975,clickbait
5302,not clickbait
428,not clickbait
3404,clickbait
161,not clickbait
11095,not clickbait
9793,clickbait
12011,not clickbait
11396,clickbait
3578,clickbait
855,not clickbait
4724,clickbait
11770,clickbait
501,not clickbait
3778,not clickbait
14290,not clickbait
11373,clickbait
3505,clickbait
2102,clickbait
11186,not clickbait
3822,not clickbait
4985,clickbait
9806,not clickbait
7945,not clickbait
11284,clickbait
12890,clickbait
2933,not clickbait
1880,clickbait
10049,clickbait
524,not clickbait
1099,not clickbait
2973,not clickbait
5716,clickbait
9993,not clickbait
10817,clickbait
5714,clickbait
6920,clickbait
3013,clickbait
14914,not clickbait
5881,not clickbait
5550,clickbait
15558,not clickbait
2955,clickbait
3421,clickbait
6892,clickbait
3541,clickbait
5049,not clickbait
380,not clickbait
10032,not clickbait
1515,not clickbait
11279,not clickbait
6360,clickbait
5007,clickbait
8305,not clickbait
6170,clickbait
6461,not clickbait
12437,not clickbait
3244,not clickbait
7308,clickbait
14885,clickbait
620,not clickbait
2748,clickbait
6582,not clickbait
9616,clickbait
6764,not clickbait
2927,clickbait
1509,clickbait
11328,clickbait
6871,clickbait
8460,clickbait
11715,clickbait
7774,clickbait
11560,not clickbait
2877,not clickbait
632,not clickbait
8245,clickbait
12332,not clickbait
6278,clickbait
14997,not clickbait
9287,not clickbait
1652,not clickbait
466,clickbait
8300,clickbait
11948,not clickbait
1629,clickbait
3081,clickbait
13305,not clickbait
14483,not clickbait
8382,clickbait
10455,clickbait
9851,not clickbait
675,not clickbait
14558,not clickbait
12305,not clickbait
5058,clickbait
4196,clickbait
1091,not clickbait
4457,not clickbait
7736,clickbait
8632,not clickbait
10878,clickbait
14317,not clickbait
13677,clickbait
1549,not clickbait
1188,clickbait
12440,clickbait
3811,not clickbait
6073,clickbait
13423,clickbait
4787,not clickbait
5004,not clickbait
5850,not clickbait
13181,not clickbait
7972,not clickbait
14903,not clickbait
13661,clickbait
5488,clickbait
12996,not clickbait
6746,not clickbait
14919,clickbait
10603,not clickbait
6535,not clickbait
1970,not clickbait
5161,not clickbait
11933,clickbait
4603,not clickbait
5099,not clickbait
9052,clickbait
6164,clickbait
12179,clickbait
7197,clickbait
10343,not clickbait
13582,clickbait
10421,not clickbait
9337,clickbait
13040,not clickbait
11355,clickbait
7545,clickbait
2089,not clickbait
9873,clickbait
2133,not clickbait
14215,clickbait
8553,not clickbait
664,not clickbait
13140,not clickbait
10650,not clickbait
9886,clickbait
3864,clickbait
260,clickbait
13644,clickbait
2656,not clickbait
15851,not clickbait
11071,clickbait
10050,clickbait
13709,clickbait
11651,not clickbait
4192,not clickbait
9187,not clickbait
15559,not clickbait
3603,not clickbait
6032,clickbait
8623,clickbait
5244,clickbait
12924,clickbait
4810,not clickbait
4520,clickbait
12501,clickbait
6085,not clickbait
10061,not clickbait
6793,not clickbait
4348,clickbait
1848,clickbait
6690,clickbait
7866,not clickbait
3542,not clickbait
6797,not clickbait
13455,clickbait
12072,not clickbait
18,not clickbait
12473,not clickbait
9862,clickbait
1759,clickbait
3031,clickbait
12659,clickbait
5467,not clickbait
12205,clickbait
1688,clickbait
1215,clickbait
10016,clickbait
1616,not clickbait
11272,not clickbait
4934,not clickbait
5973,not clickbait
3091,not clickbait
11075,not clickbait
1918,clickbait
2621,not clickbait
3060,not clickbait
12964,not clickbait
10125,clickbait
15707,not clickbait
10293,clickbait
8837,not clickbait
11438,clickbait
8622,clickbait
8892,not clickbait
12367,not clickbait
9835,not clickbait
1735,clickbait
5858,not clickbait
3870,clickbait
5015,clickbait
6098,not clickbait
11583,not clickbait
6823,clickbait
3505,not clickbait
13015,not clickbait
14593,clickbait
11716,clickbait
5288,clickbait
10285,clickbait
70,clickbait
4319,not clickbait
274,clickbait
87,not clickbait
6208,clickbait
1238,clickbait
5703,not clickbait
15743,not clickbait
9599,clickbait
12999,not clickbait
13721,not clickbait
6439,clickbait
13125,clickbait
15915,not clickbait
1253,not clickbait
14589,clickbait
5185,not clickbait
7043,not clickbait
2470,not clickbait
6473,not clickbait
9508,not clickbait
12579,not clickbait
13562,not clickbait
7855,clickbait
5683,not clickbait
1050,clickbait
4399,clickbait
15016,not clickbait
3617,not clickbait
9776,not clickbait
3847,clickbait
3816,not clickbait
13531,not clickbait
5795,clickbait
14060,not clickbait
13777,clickbait
6679,not clickbait
13884,clickbait
4419,clickbait
8076,clickbait
6469,clickbait
14971,clickbait
7532,clickbait
6801,not clickbait
11309,clickbait
2006,not clickbait
14548,clickbait
13960,not clickbait
3353,clickbait
11166,not clickbait
14124,clickbait
4267,clickbait
8527,not clickbait
14133,not clickbait
13030,not clickbait
5812,not clickbait
4305,clickbait
3876,clickbait
11067,clickbait
10133,clickbait
7925,clickbait
8205,clickbait
4933,not clickbait
406,clickbait
12783,clickbait
7607,not clickbait
4386,not clickbait
2339,clickbait
3956,clickbait
9430,clickbait
10390,clickbait
12461,not clickbait
10595,clickbait
11207,clickbait
6105,not clickbait
6311,not clickbait
4434,not clickbait
13249,clickbait
8210,clickbait
12285,clickbait
12319,clickbait
13328,clickbait
3477,not clickbait
4897,not clickbait
13552,clickbait
4420,clickbait
2646,not clickbait
4317,clickbait
2798,not clickbait
8196,clickbait
13585,clickbait
509,clickbait
3183,not clickbait
2193,not clickbait
13469,clickbait
10318,clickbait
15384,not clickbait
7204,clickbait
12161,clickbait
10082,clickbait
7529,clickbait
8441,not clickbait
8025,clickbait
1638,clickbait
11750,clickbait
15238,not clickbait
4663,clickbait
13372,not clickbait
12749,not clickbait
1574,not clickbait
13092,not clickbait
11286,clickbait
1196,not clickbait
12515,not clickbait
11592,not clickbait
14870,clickbait
7318,not clickbait
11638,not clickbait
9482,clickbait
11244,clickbait
12424,clickbait
3802,not clickbait
14543,clickbait
6154,clickbait
358,clickbait
10281,clickbait
3642,clickbait
13673,not clickbait
7820,clickbait
5298,not clickbait
2057,clickbait
6846,clickbait
5071,clickbait
9230,not clickbait
12667,not clickbait
4253,not clickbait
11421,clickbait
6869,not clickbait
5488,not clickbait
12041,not clickbait
4787,clickbait
13008,not clickbait
15278,not clickbait
1104,not clickbait
1066,not clickbait
10,not clickbait
217,not clickbait
837,clickbait
12254,not clickbait
14775,clickbait
5702,clickbait
6835,clickbait
13149,clickbait
15706,not clickbait
6357,clickbait
12331,not clickbait
9716,clickbait
13911,clickbait
1296,not clickbait
15569,not clickbait
3079,clickbait
6251,not clickbait
15040,not clickbait
7915,clickbait
14916,not clickbait
7056,not clickbait
12135,not clickbait
7991,clickbait
11896,not clickbait
14350,not clickbait
5341,not clickbait
10848,clickbait
13692,clickbait
12911,not clickbait
4594,clickbait
50,not clickbait
7770,not clickbait
8526,clickbait
6955,clickbait
7592,clickbait
9423,clickbait
13891,clickbait
943,not clickbait
9304,clickbait
5848,not clickbait
12272,clickbait
4699,clickbait
7769,clickbait
11574,clickbait
2787,clickbait
7037,not clickbait
11020,clickbait
7640,not clickbait
3960,not clickbait
2297,not clickbait
5814,clickbait
9116,not clickbait
13749,not clickbait
12336,clickbait
15772,not clickbait
10167,not clickbait
10601,clickbait
8408,clickbait
11412,clickbait
3969,not clickbait
9085,not clickbait
13947,clickbait
6609,not clickbait
12571,clickbait
7455,not clickbait
3027,not clickbait
9421,clickbait
12019,clickbait
7856,not clickbait
4686,clickbait
5762,clickbait
8943,clickbait
3427,clickbait
4864,clickbait
13695,clickbait
13541,clickbait
6848,clickbait
15797,not clickbait
6973,not clickbait
14216,clickbait
14430,not clickbait
11934,not clickbait
10396,not clickbait
3738,clickbait
10847,not clickbait
4247,clickbait
